CC or CH,Apartment Name,CC_ID,Priority_Last Date,Priority,Add,District,City,Latitude,Longitude,CL Apartment Name,Ngày hoàn thành,Handover Y-Q,Quantity,Ngày bàn giao cuối cùng,Số Lượng Biệt Thự,Price/m2,rating,user_ratings_total,business_status,place_id,Total Population,Total Households,Average Household Size,CC_Segment,Sales,que_point,Close_Store
CC,KDC Phong Phú,CCHMI0848,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Cao cấp,,,
CC,River City,CCHMI0849,,0,"422 Đường Đào Trí,Phú Thuận,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7371501,106.7400041,River City,1/1/2020,2020-1,8000,,,30,,,,,,,,Trung bình,,,
CC,Spirit of Saigon,CCHMI0849,,0,"Đường Phạm Ngũ Lão,Nguyễn Thái Bình,Quận 1,TP. Hồ Chí Minh",Quận 1,Hồ Chí Minh,10.7688716,106.6937594,Spirit of Saigon,12/31/2024,2024-4,,,,,,,,,,,,Trung bình,,,
CC,Hilton Sài Gòn,CCHMI0850,,0,"Số 11, Công Trường Mê Linh,Bến Nghé,Quận 1,TP. Hồ Chí Minh",Quận 1,Hồ Chí Minh,10.7751748,106.7058599,Hilton Sài Gòn,3/30/2020,2020-1,,,,,,,,,,,,Cao cấp,,,
CC,Sarimi Q2,CCHMI0850,,0,,Quận 2,Hồ Chí Minh,10.772144,106.724151,Sarimi Q2,6/1/2016,2016-2,368,,,,,,,,,,,Cao cấp,,,
CC,Rio vista,CCHMI0850,,0,,,Hồ Chí Minh,,,Rio Vista,12/30/2018,2018-4,,,9,,,,,,,,,Cao cấp,,,
CC,Lavida Plus,CCHMI0851,,0,"Ngã tư Nguyễn Hữu Thọ, Nguyễn Văn Linh,Tân Hưng,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7278311,106.7010698,Lavida Plus,12/30/2018,2018-4,1212,,,34,,,,,,,,Trung bình,,,
CC,Senturia Nam Sai Gon,CCHMI0851,,0,,Bình Chánh,Hồ Chí Minh,10.726082,106.667804,Senturia Nam Sai Gon,3/1/2020,2020-1,441,,,,,,,,,,,Trung bình,,,
CC,Biệt thự Thảo Điền,CCHMI0851,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Tòa tháp Bahamas - Diamond Island (GĐ2),CCHMI0852,,0,"Đường số 104, Bình Khánh,Bình Trưng Tây,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.8141399,106.7300977,Tòa tháp Bahamas - Diamond Island (GĐ2),9/30/2018,2018-3,204,,,45,,,,,,,,Trung bình,,,
CC,"Sadora - Mai Chí Thọ, Q2",CCHMI0852,,0,,Quận 2,Hồ Chí Minh,10.776494,106.725089,"Sadora - Mai Chí Thọ, Q2",3/1/2019,2019-1,605,,,,,,,,,,,Trung bình,,,
CC,KDC Bình Đức,CCHMI0852,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Sunshine Horizon,CCHMI0853,,0,"Số 78 Tôn Thất Thuyết,Phường 16,Quận 4,TP. Hồ Chí Minh",Quận 4,Hồ Chí Minh,10.7534728,106.7121095,Sunshine Horizon,,,770,,,65,,,,,,,,Cao cấp,,,
CC,Chung cư Phường 3,CCHMI0853,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Cao cấp,,,
CC,Khu căn hộ dịch vụ Mapletree,CCHMI0854,,0,"1058 Nguyễn Văn Linh,Tân Phong,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7298577,106.7032856,Khu căn hộ dịch vụ Mapletree,12/30/2018,2018-4,480,,,,,,,,,,,Trung bình,,,
CC,"Vườn Lài An Phú Đông
(Vườn Lài Village)",CCHMI0854,,0,,Quận 12,Hồ Chí Minh,10.850212,106.693186,"Vườn Lài An Phú Đông
(Vườn Lài Village)",6/1/2019,2019-2,308,,,,,,,,,,,Trung bình,,,
CC,Chung cư Huỳnh Văn Chính 1,CCHMI0854,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Khải Hoàn Paradise,CCHMI0855,,0,"Lê Văn Lương,Phước Lộc,Huyện Nhà Bè,TP. Hồ Chí Minh",Huyện Nhà Bè,Hồ Chí Minh,10.6903832,106.7026381,Khải Hoàn Paradise,4/17/2014,2014-2,845,,,,,,,,,,,Trung bình,,,
CC,Cove Residence (MU11 Empire City),CCHMI0855,,0,,Quận 2,Hồ Chí Minh,10.76978,106.713246,Cove Residence (MU11 Empire City),9/1/2018,2018-3,136,,,,,,,,,,,Trung bình,,,
CC,KDC Văn Minh,CCHMI0855,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Emerald Precinct,CCHMI0856,,0,"Số 88, đường N1,,Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",Quận Tân Phú,Hồ Chí Minh,10.8038971,106.6160178,Emerald Precinct,6/30/2019,2019-2,2122,,,32,,,,,,,,Trung bình,,,
CC,"ZeitGeist
(Phân khu 1_Thấp tầng)",CCHMI0856,,0,,Nhà Bè,Hồ Chí Minh,10.708307,106.709025,"ZeitGeist
(Phân khu 1_Thấp tầng)",12/1/2021,2021-4,377,,,,,,,,,,,Trung bình,,,
CC,Chung cư 327/9 Nơ Trang Long,CCHMI0856,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Richland Emerald,CCHMI0857,,0,"Bãi Sậy,Phường 1,Quận 6,TP. Hồ Chí Minh",Quận 6,Hồ Chí Minh,10.7483223,106.6523749,Richland Emerald,1/10/2010,2010-1,68,,,26,,,,,,,,Trung bình,,,
CC,Q7 Saigon Riverside,CCHMI0857,,0,,Quận 7,Hồ Chí Minh,10.716652,106.742838,Q7 Saigon Riverside,9/1/2021,2021-3,716,,,24,,,,,,,,Trung bình,,,
CC,Chung cư A4,CCHMI0857,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Masteri Thảo Điền,CCHMI0858,,0,"159 Xa lộ Hà Nội,Thảo Điền,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.8027617,106.7414412,Masteri Thảo Điền,12/30/2016,2016-4,3021,,,28,,,,,,,,Trung bình,,,
CC,Chung cư Bùi Minh Trực,CCHMI0858,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,C.T Plaza Lê Văn Sỹ,CCHMI0859,,0,"369 Lê Văn Sỹ,Phường 13,Quận 3,TP. Hồ Chí Minh",Quận 3,Hồ Chí Minh,10.7884724,106.6761539,C.T Plaza Lê Văn Sỹ,11/7/2012,2012-4,200,,,,,,,,,,,Trung bình,,,
CC,Riviera Cove,CCHMI0859,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Velona,CCHMI0860,,0,"An Phú,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.8019128,106.7647475,Velona,6/30/2022,2022-2,1214,,,70,,,,,,,,Cao cấp,,,
CC,Chung cư 16/9 Kỳ Đồng,CCHMI0860,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Cao cấp,,,
CC,Cao ốc căn hộ Ngọc Lan,CCHMI0861,,0,"Phú Thuận,Phú Thuận,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7299898,106.7426687,Cao ốc căn hộ Ngọc Lan,12/30/2011,2011-4,275,,,18,,,,,,,,Trung bình,,,
CC,Chung cư 54 Nguyễn Văn Cừ,CCHMI0861,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Ben Thanh Times Square,CCHMI0862,,0,"172 – 174 Ký Con,Quận 1,TP. Hồ Chí Minh",Quận 1,Hồ Chí Minh,10.7688406,106.6970734,Ben Thanh Times Square,4/14/2010,2010-2,88,,,,,,,,,,,Cao cấp,,,
CC,KDC Nam Hùng Vương,CCHMI0862,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Cao cấp,,,
CC,Times Square,CCHMI0863,,0,"22-36 đường Nguyễn Huệ,Bến Nghé,Quận 1,TP. Hồ Chí Minh",Quận 1,Hồ Chí Minh,10.7736803,106.704585,Times Square,3/15/2012,2012-1,100,,,,,,,,,,,Cao cấp,,,
CC,KDC Ven Sông,CCHMI0863,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Cao cấp,,,
CC,Happy Plaza,CCHMI0864,,0,"Quốc lộ 1A,Huyện Bình Chánh,TP. Hồ Chí Minh",Huyện Bình Chánh,Hồ Chí Minh,10.6873985,106.5937912,Happy Plaza,2/3/2012,2012-1,644,,,13,,,,,,,,Trung bình,,,
CC,Chung cư Thới Bình,CCHMI0864,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Panomax River Villa,CCHMI0865,,0,"Số 722 đường Đào Trí,Phú Thuận,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7352988,106.739429,Panomax River Villa,12/31/2020,2020-4,208,,,43.3,,,,,,,,Trung bình,,,
CC,KDC Trung Sơn,CCHMI0865,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Hưng Phúc - Happy Residence,CCHMI0866,,0,"Đường Nguyễn Lương Bằng, Phú Mỹ Hưng,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7162991,106.7292101,Hưng Phúc - Happy Residence,12/30/2017,2017-4,554,,,35,,,,,,,,Trung bình,,,
CC,KDC Kiến Á,CCHMI0866,,0,,,Hồ Chí Minh,,,,,,,,,,,,,,,,,Trung bình,,,
CC,Satra Eximland Plaza,CCHMI0867,,0,"163 Phan Đăng Lưu,Phường 1,Quận Phú Nhuận,TP. Hồ Chí Minh",Quận Phú Nhuận,Hồ Chí Minh,10.8007975,106.6826025,Satra Eximland Plaza,2/6/2012,2012-1,125,,,35,,,,,,,,Trung bình,,,
CC,Sài Gòn Lilama SHB,CCHMI0868,,0,"Đường Thoại Ngọc Hầu,Quận Tân Phú,TP. Hồ Chí Minh",Quận Tân Phú,Hồ Chí Minh,10.779357,106.631884,Sài Gòn Lilama SHB,6/12/2011,2011-2,340,,,14,,,,,,,,Trung bình,,,
CC,MB Babylon,CCHMI0869,,0,"683 Âu Cơ,Tân Thành,Quận Tân Phú,TP. Hồ Chí Minh",Quận Tân Phú,Hồ Chí Minh,10.7884763,106.6405053,MB Babylon,3/30/2014,2014-1,257,,,11,,,,,,,,Trung bình,,,
CC,Saigon Pearl,CCHMI0870,,0,"Đường Nguyễn Hữu Cảnh,Bình Thạnh,TP. Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh,10.7893682,106.7138489,Saigon Pearl,,,2200,,,38,,,,,,,,Trung bình,,,
CC,Orient Apartment,CCHMI0871,,0,"331, Bến Vân Đồn,Phường 1,Quận 4,TP. Hồ Chí Minh",Quận 4,Hồ Chí Minh,10.757101,106.6923505,Orient Apartment,1/2/2010,2010-1,168,,,27,,,,,,,,Trung bình,,,
CC,Oakwood Residence Saigon,CCHMI0872,,0,"Số 1056 A Nguyễn Văn Linh,Tân Phong,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7300188,106.7046174,Oakwood Residence Saigon,4/30/2018,2018-2,237,,,,,,,,,,,Trung bình,,,
CC,The Antonia,CCHMI0873,,0,"Đường Nguyễn Lương Bằng,Tân Phú,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7211174,106.7264474,The Antonia,,,366,,,60,,,,,,,,Cao cấp,,,
CC,Q2 Thảo Điền,CCHMI0874,,0,"Đường Võ Trường Toản,Thảo Điền,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.8047175,106.7474888,Q2 Thảo Điền,3/1/2021,2021-1,315,,,68,,,,,,,,Cao cấp,,,
CC,TopLife Tower,CCHMI0875,,0,"Số 376 Điện Biên Phủ ,Phường 11,Quận 10,TP. Hồ Chí Minh",Quận 10,Hồ Chí Minh,10.7741627,106.6804652,TopLife Tower,6/30/2018,2018-2,84,,,44,,,,,,,,Trung bình,,,
CC,Zen Riverside,CCHMI0876,,0,"Liền kề với Đại Lộ Phạm Văn Đồng, Và tuyến Đường Vành Đai 2 nối liền Quận 2,Quận Thủ Đức,TP. Hồ Chí Minh",Quận Thủ Đức,Hồ Chí Minh,12.299472,109.2358998,Zen Riverside,,,620,,,15,,,,,,,,Trung bình,,,
CC,Vinaland Tower,CCHMI0877,,0,"511Nguyễn Lương Bằng,Phú Mỹ,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7152985,106.7300489,Vinaland Tower,,,237,,,,,,,,,,,Trung bình,,,
CC,Mikasa Tower,CCHMI0878,,0,"18 đường Nguyên Hồng,Phường 1,Quận Gò Vấp,TP. Hồ Chí Minh",Quận Gò Vấp,Hồ Chí Minh,10.8181123,106.6910531,Mikasa Tower,12/30/2012,2012-4,156,,,28,,,,,,,,Trung bình,,,
CC,SSG Tower,CCHMI0879,,0,"561A Điện Biên Phủ,Phường 25,Bình Thạnh,TP. Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh,10.7999596,106.718563,SSG Tower,3/31/2014,2014-1,78,,,,,,,,,,,Trung bình,,,
CC,Petrosetco SSG Tower,CCHMI0880,,0,"12 AB Thanh Đa,Phường 27,Bình Thạnh,TP. Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh,10.8119122,106.7211482,Petrosetco SSG Tower,12/31/2016,2016-4,,,,,,,,,,,,Trung bình,,,
CC,Ngọc Đông Dương Apartment,CCHMI0881,,0,"109 Bình Long,Bình Hưng Hòa,Quận Bình Tân,TP. Hồ Chí Minh",Quận Bình Tân,Hồ Chí Minh,10.778449,106.6206278,Ngọc Đông Dương Apartment,12/31/2014,2014-4,,,,,,,,,,,,Trung bình,,,
CC,Saigon Riverside City,CCHMI0882,,0,"Số 623 QL13,Hiệp Bình Phước,Quận Thủ Đức,TP. Hồ Chí Minh",Quận Thủ Đức,Hồ Chí Minh,10.8537738,106.7210762,Saigon Riverside City,12/31/2017,2017-4,1723,,,24,,,,,,,,Trung bình,,,
CC,Dragon Riverside City,CCHMI0883,,0,"628 - 630 Võ Văn Kiệt,Phường 1,Quận 5,TP. Hồ Chí Minh",Quận 5,Hồ Chí Minh,10.7531351,106.6859985,Dragon Riverside City,12/30/2019,2019-4,1060,,,60,,,,,,,,Cao cấp,,,
CC,Sun Tower,CCHMI0884,,0,"Đường Liên Phường,Phú Hữu,Quận 9,TP. Hồ Chí Minh",Quận 9,Hồ Chí Minh,10.8044309,106.7987993,Sun Tower,9/30/2018,2018-3,364,,,16,,,,,,,,Trung bình,,,
CC,The Park Avenue,CCHMI0885,,0,"Góc Ba Tháng Hai – Lê Đại Hành,Phường 15,Quận 11,TP. Hồ Chí Minh",Quận 11,Hồ Chí Minh,10.7631397,106.6570428,The Park Avenue,11/30/2018,2018-4,600,,,38,,,,,,,,Trung bình,,,
CC,Sunview Apartment,CCHMI0886,,0,"Đường Cây Keo,Quận Thủ Đức,TP. Hồ Chí Minh",Quận Thủ Đức,Hồ Chí Minh,10.8605882,106.7390508,Sunview Apartment,,,448,,,,,,,,,,,Trung bình,,,
CC,Terra Royal,CCHMI0887,,0,"Đường Nam Kỳ Khởi Nghĩa – Lý Chính Thắng,Phường 8,Quận 3,TP. Hồ Chí Minh",Quận 3,Hồ Chí Minh,10.7885158,106.6852313,Terra Royal,12/31/2020,2020-4,366,,,67,,,,,,,,Cao cấp,,,
CC,Khu căn hộ An Phú 2,CCHMI0888,,0,"961, Hậu Giang,Phường 11,Quận 6,TP. Hồ Chí Minh",Quận 6,Hồ Chí Minh,10.7449139,106.6264665,Khu căn hộ An Phú 2,6/22/2015,2015-2,300,,,,,,,,,,,Trung bình,,,
CC,Eco Residence,CCHMI0889,,0,"Đường D2,Phường 25,Bình Thạnh,TP. Hồ Chí Minh",Bình Thạnh,Hồ Chí Minh,10.8039865,106.7150593,Eco Residence,12/31/2011,2011-4,60,,,26,,,,,,,,Trung bình,,,
CC,The EverRich IV,CCHMI0890,,0,"Phú Xuân,Huyện Nhà Bè,TP. Hồ Chí Minh",Huyện Nhà Bè,Hồ Chí Minh,10.6748507,106.7500025,The EverRich IV,,,4883,,,,,,,,,,,Trung bình,,,
CC,Tháp Maldives tại Đảo Kim Cương,CCHMI0891,,0,"Đường số 104, Bình Khánh,,Bình Trưng Tây,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.8141399,106.7300977,Tháp Maldives tại Đảo Kim Cương,9/30/2018,2018-3,209,,,50,,,,,,,,Cao cấp,,,
CC,Căn hộ cho thuê kết hợp Khách sạn 245 Hoàng Văn Thụ,CCHMI0892,,0,"Số 245 đường Hoàng Văn Thụ,Quận Tân Bình,TP. Hồ Chí Minh",Quận Tân Bình,Hồ Chí Minh,10.80008,106.6672,Căn hộ cho thuê kết hợp Khách sạn 245 Hoàng Văn Thụ,12/1/2017,2017-4,,,,,,,,,,,,Trung bình,,,
CC,Saigon Sports City,CCHMI0893,,0,"Đường Song Hành,An Phú,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.802846,106.763394,Saigon Sports City,5/15/2021,2021-2,4300,,,45,,,,,,,,Trung bình,,,
CC,Laimian City,CCHMI0894,,0,"Lương Định Của, thuộc khu đô thị An Phú – An Khánh,An Phú,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.78978,106.7375,Laimian City,5/1/2020,2020-2,9973,2025-01-01,,35,,,,,,,,Trung bình,,,
CC,An Phú Complex,CCHMI0895,,0,"Xa lộ Hà Nội,An Phú,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.80259,106.7461,An Phú Complex,12/30/2019,2019-4,4000,,,50,,,,,,,,Cao cấp,,,
CC,Hậu Giang Pearl,CCHMI0896,,0,"Đường Võ Chí Công,Thạnh Mỹ Lợi,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.76713,106.7723,Hậu Giang Pearl,6/30/2020,2020-2,2712,,,36,,,,,,,,Trung bình,,,
CC,Gem Premium,CCHMI0897,,0,"Đường số 2,Hiệp Bình Chánh,Quận Thủ Đức,TP. Hồ Chí Minh",Quận Thủ Đức,Hồ Chí Minh,10.82475,106.7147,Gem Premium,6/30/2021,2021-2,2630,,,29,,,,,,,,Trung bình,,,
CC,Dream Home Riverside,CCHMI0898,,0,"Đường Nguyễn Văn Linh,Phường 5,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.7111,106.6452,Dream Home Riverside,1/1/2020,2020-1,2000,,,19,,,,,,,,Trung bình,,,
CC,Chung cư Thăng Long,CCHMI0899,,0,"Đường Liên Phường,Phước Long B,Quận 9,TP. Hồ Chí Minh",Quận 9,Hồ Chí Minh,10.80456,106.793,Chung cư Thăng Long,12/31/2014,2014-4,2100,,,,,,,,,,,Trung bình,,,
CC,The Palace Residence,CCHMI0900,,0,"Đường Song Hành và Mai Chí Thọ,An Phú,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.79844,106.7518,The Palace Residence,6/30/2022,2022-2,1820,,,53,,,,,,,,Cao cấp,,,
CC,Lakeview Tower,CCHMI0901,,0,"22/14 Phan Văn Hớn,Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",Quận 12,Hồ Chí Minh,10.83131,106.6204,Lakeview Tower,12/30/2018,2018-4,1540,,,23,,,,,,,,Trung bình,,,
CC,Charmington Tân Sơn Nhất,CCHMI0902,,0,"Số 202A đường Hoàng Văn Thụ,Phường 9,Quận Phú Nhuận,TP. Hồ Chí Minh",Quận Phú Nhuận,Hồ Chí Minh,10.80036,106.6698,Charmington Tân Sơn Nhất,9/30/2019,2019-3,1438,,,60,,,,,,,,Cao cấp,,,
CC,Vĩnh Lộc D’Gold,CCHMI0903,,0,"68 Hương Lộ 80,,Vĩnh Lộc A,Huyện Bình Chánh,TP. Hồ Chí Minh",Huyện Bình Chánh,Hồ Chí Minh,10.8186,106.5852,Vĩnh Lộc D’Gold,12/30/2018,2018-4,1344,,,16,,,,,,,,Trung bình,,,
CC,The Elysium,CCHMI0904,,0,"Mặt tiền đường Gò Ô Môi,Phú Thuận,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.72991,106.7366,The Elysium,6/30/2019,2019-2,1312,,,26,,,,,,,,Trung bình,,,
CC,Alpha City,CCHMI0905,,0,"Số 87, đường Cống Quỳnh,Nguyễn Cư Trinh,Quận 1,TP. Hồ Chí Minh",Quận 1,Hồ Chí Minh,10.7647,106.6899,Alpha City,5/30/2022,2022-2,1076,,,184,,,,,,,,Cao cấp,,,
CC,The Signial,CCHMI0906,,0,"Đường Đào Trí,Phú Thuận,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.72809,106.7433,The Signial,12/30/2022,2022-4,1100,,,39,,,,,,,,Trung bình,,,
CC,Đức Long Golden Land,CCHMI0907,,0,"Đường Huỳnh Tấn Phát,Tân Thuận Tây,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7505,106.7286,Đức Long Golden Land,6/30/2017,2017-2,1092,,,25,,,,,,,,Trung bình,,,
CC,Saigon Intela,CCHMI0908,,0,"13E Nguyễn Văn Linh,Phong Phú,Huyện Bình Chánh,TP. Hồ Chí Minh",Huyện Bình Chánh,Hồ Chí Minh,10.71126,106.6446,Saigon Intela,6/30/2019,2019-2,1068,,,25,,,,,,,,Trung bình,,,
CC,Thanh Bình,CCHMI0909,,0,"Đường Nguyễn Hữu Thọ,Tân Hưng,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.7385,106.7006,Thanh Bình,12/30/2015,2015-4,1000,,,20,,,,,,,,Trung bình,,,
CC,Stown Tham Lương,CCHMI0910,,0,"Đường Dương Thị Giang,Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",Quận 12,Hồ Chí Minh,10.82453,106.6202,Stown Tham Lương,12/30/2019,2019-4,1000,,,14,,,,,,,,Trung bình,,,
CC,Khu dân cư 584 Tân Kiên,CCHMI0911,,0,"Đường Huỳnh Bá Chánh,Tân Kiên,Huyện Bình Chánh,TP. Hồ Chí Minh",Huyện Bình Chánh,Hồ Chí Minh,10.70652,106.5997,Khu dân cư 584 Tân Kiên,12/30/2011,2011-4,978,,,,,,,,,,,Trung bình,,,
CC,Dream Home Palace,CCHMI0912,,0,"1436 Trịnh Quang Nghị,Phường 7,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.70719,106.6238,Dream Home Palace,12/30/2017,2017-4,978,,,18,,,,,,,,Trung bình,,,
CC,Green Star Sky Garden,CCHMI0913,,0,"số 15B Nguyễn Lương Bằng nối dài,Phú Mỹ,Quận 7,TP. Hồ Chí Minh",Quận 7,Hồ Chí Minh,10.70019,106.7312,Green Star Sky Garden,6/30/2020,2020-2,903,,,28,,,,,,,,Trung bình,,,
CC,Venus,CCHMI0914,,0,"Đường Phạm Hùng,Phường 4,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.72628,106.6789,Venus,12/30/2018,2018-4,900,,,,,,,,,,,Trung bình,,,
CC,Sonata Residence Bình Tân,CCHMI0915,,0,"Đường Tên Lửa,Bình Trị Đông B,Quận Bình Tân,TP. Hồ Chí Minh",Quận Bình Tân,Hồ Chí Minh,10.7464,106.6124,Sonata Residence Bình Tân,6/30/2019,2019-2,900,,,19,,,,,,,,Trung bình,,,
CC,Bình An Riverside,CCHMI0916,,0,"Số 2735, đường Phạm Thế Hiển,Phường 7,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.72327,106.6368,Bình An Riverside,2/28/2020,2020-1,759,,,22,,,,,,,,Trung bình,,,
CC,Tân Mai Apartment,CCHMI0917,,0,"Quốc lộ 1A,Quận Bình Tân,TP. Hồ Chí Minh",Quận Bình Tân,Hồ Chí Minh,10.76781,106.591,Tân Mai Apartment,11/11/2011,2011-4,752,,,14,,,,,,,,Trung bình,,,
CC,Rome Diamond Lotus,CCHMI0918,,0,"Số 50 Đại lộ Mai Chí Thọ,An Phú,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.79844,106.7518,Rome Diamond Lotus,2/15/2021,2021-1,700,,,59,,,,,,,,Cao cấp,,,
CC,Thảo Loan Plaza,CCHMI0919,,0,"Đường số 9A,Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",Huyện Bình Chánh,Hồ Chí Minh,10.73375,106.6896,Thảo Loan Plaza,12/30/2012,2012-4,721,,,26,,,,,,,,Trung bình,,,
CC,Conic Riverside,CCHMI0920,,0,"Mặt tiền đường Vành Đai trong và Tạ Quang Bửu,Phường 7,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.718751,106.637007,Conic Riverside,10/30/2020,2020-4,664,,,21,,,,,,,,Trung bình,,,
CC,CitiGrand,CCHMI0921,,0,"Lô H1-07,Cát Lái,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.77083,106.7854,CitiGrand,12/31/2022,2022-4,666,,,25,,,,,,,,Trung bình,,,
CC,Giai Việt Residence,CCHMI0922,,0,"854 - 856 Tạ Quang Bửu,Phường 5,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.73716,106.67,Giai Việt Residence,6/30/2016,2016-2,624,,,24,,,,,,,,Trung bình,,,
CC,Tecco Đầm Sen Complex,CCHMI0923,,0,"4 Bùi Cẩm Hổ,,Tân Thới Hòa,Quận Tân Phú,TP. Hồ Chí Minh",Quận Tân Phú,Hồ Chí Minh,10.76645,106.6333,Tecco Đầm Sen Complex,3/30/2019,2019-1,600,,,20,,,,,,,,Trung bình,,,
CC,Southern Park,CCHMI0924,,0,"Lô 6B Phạm Hùng,Bình Hưng,Huyện Bình Chánh,TP. Hồ Chí Minh",Huyện Bình Chánh,Hồ Chí Minh,10.72261,106.6834,Southern Park,6/30/2016,2016-2,572,,,14,,,,,,,,Trung bình,,,
CC,Tòa tháp Diamond Brilliant,CCHMI0925,,0,"Số 88 đường N1,Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",Quận Tân Phú,Hồ Chí Minh,10.8039,106.616,Tòa tháp Diamond Brilliant,12/30/2021,2021-4,547,,,52,,,,,,,,Cao cấp,,,
CC,Sunshine Continental,CCHMI0926,,0,"Số 332 Tô Hiến Thành,Phường 14,Quận 10,TP. Hồ Chí Minh",Quận 10,Hồ Chí Minh,10.77608,106.6632,Sunshine Continental,12/30/2023,2023-4,559,,,115,,,,,,,,Cao cấp,,,
CC,Auris City,CCHMI0927,,0,"1648 Võ Văn Kiệt,Phường 16,Quận 8,TP. Hồ Chí Minh",Quận 8,Hồ Chí Minh,10.72827,106.6247,Auris City,12/30/2017,2017-4,540,,,16,,,,,,,,Trung bình,,,
CC,Linden Residences,CCHMI0928,,0,"Thủ Thiêm,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.7733,106.7161,Linden Residences,6/30/2020,2020-2,510,,,,,,,,,,,Trung bình,,,
CC,Citiesto,CCHMI0929,,0,"KĐT Cát Lái, P.Cát Lái,,Cát Lái,Quận 2,TP. Hồ Chí Minh",Quận 2,Hồ Chí Minh,10.7701,106.789,Citiesto,6/1/2018,2018-2,528,,,22,,,,,,,,Trung bình,,,
