CC or CH,Apartment Name,CC_ID,Priority_Last Date,Priority,Add,District,City,Latitude,Longitude,CL Apartment Name,Ngày hoàn thành,Handover Y-Q,Quantity,Ngày bàn giao cuối cùng,Số Lượng Biệt Thự,Price/m2,rating,user_ratings_total,business_status,place_id,Total Population,Total Households,Average Household Size,CC_Segment,Sales,que_point,Close_Store
CC,C37 Bộ Công An - Bắc Hà Tower,CCHNI0038,,0,"đường tố hữu, trung văn, nam từ liêm, hà nội",Nam Từ Liêm,Hà Nội,20.9970143,105.7936643,Bắc Hà Tower,3/30/2016,2016-1,500,,,24,,,,,,,,Trung bình,,,
CC,C6 tt kim liên,CCHNI0039,,0,"c6 tt kim liên, đường lương định của, đống đa, hn",Đống Đa,Hà Nội,21.0042398,105.8346115,,,,,,,,,,,,,,,Trung bình,,,
CC,C7 Giảng Võ,CCHNI0040,,0,"đường trần huy liệu, phường giảng võ, ba đình, hà nội",Ba Đình,Hà Nội,21.0274739,105.8221763,,,,,,,,,,,,,,,Trung bình,,,
CC,C8 Giảng Võ,CCHNI0041,,0,"đường trần huy liệu, phường giảng võ, ba đình, hà nội",Ba Đình,Hà Nội,21.024078,105.820312,,,,,,,,,,,,,,,Trung bình,,,
CC,Căn Hộ Dịch Vụ Cao Cấp Nhật Bản,CCHNI0042,,0,"lô đất ct1, khu nhà ở tư đình, quận long biên, tp. hà nội",Long Biên,Hà Nội,21.0186765,105.884813,,,,,,,,,,,,,,,Trung bình,,,
CC,Canal Park,CCHNI0043,,0,"ql1a, phường thạch bàn, long biên, hà nội",Long Biên,Hà Nội,21.0186883,105.9215166,Canal Park,,,148,,,30,,,,,,,,Trung bình,,,
CC,Capital Garden Trường Chinh,CCHNI0044,,0,"102 trường chinh, phường phương mai, đống đa, hà nội",Đống Đa,Hà Nội,20.9996758,105.8376648,Capital Garden,12/30/2015,2015-4,312,,,27,,,,,,,,Trung bình,,,
CC,Cầu Giấy Center Point,CCHNI0045,,0,110 cầu giấy,Cầu Giấy,Hà Nội,21.032212,105.799694,Cầu Giấy Center Point,6/30/2019,2019-2,319,,,34,,,,,,,,Cao cấp,,,
CC,Central Field (Central Point),CCHNI0046,,0,"219 phố trung kính, phường yên hòa, quận cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0200792,105.7912142,Central Point Trung Kính,12/30/2017,2017-4,492,,,32,,,,,,,,Trung bình,,,
CC,Chcc 257 Giải Phóng,CCHNI0047,,0,"257 giải phóng, phường phương mai, đống đa, hà nội",Đống Đa,Hà Nội,20.9985823,105.841966,,,,,,,,,,,,,,,Trung bình,,,
CC,Chelsea Residences,CCHNI0048,,0,"lô e2, khu đô thị yên hòa, đường trần kim xuyến, phường yên hòa, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0195234,105.7943306,Chelsea Residences,12/30/2019,2019-4,322,,,37,,,,,,,,Trung bình,,,
CC,Chung Cư 113 Trung Kính,CCHNI0049,,0,"113 phố trung kính, phường yên hòa, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0207317,105.7900451,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 11T2 Xuân Mai,CCHNI0050,,0,"đường hồ chí minh, xã thuỷ xuân tiên, chương mỹ, hà nội",Chương Mỹ,Hà Nội,20.8782233,105.5752836,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 120 Hoàng Quốc Việt,CCHNI0051,,0,"đường hoàng quốc việt, phường cổ nhuế 1, bắc từ liêm, hà nội",Bắc Từ Liêm,Hà Nội,21.0478703,105.7928088,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 122 Vĩnh Tuy,CCHNI0052,,0,"122 đường vĩnh tuy, phường vĩnh tuy, quận hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,21.0012375,105.8754981,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 130 Đốc Ngữ,CCHNI0053,,0,,Ba Đình,Hà Nội,21.0391131,105.812983,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 130 Nguyễn Đức Cảnh,CCHNI0054,,0,"130 nguyễn đức cảnh, phường tương mai, hoàng mai, hà nội",Hoàng Mai,Hà Nội,20.9868733,105.8519441,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 134 Quán Thánh,CCHNI0055,,0,"phố quán thánh, phường trúc bạch, ba đình, hà nội",Ba Đình,Hà Nội,21.042574,105.8442069,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 141 Trương Định,CCHNI0056,,0,"141 trương định, phường trương định, hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,20.9919022,105.8509018,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 15 Cao Thắng,CCHNI0057,,0,chung cư 15 cao thắng,Hoàn Kiếm,Hà Nội,21.0382592,105.8505893,,,,,,,,,,,,,,,Cao cấp,,,
CC,Chung Cư 15-17 Ngọc Khánh,CCHNI0058,,0,"15-17 ngọc khánh, giảng võ, ba đình, tp. hà nội",Ba Đình,Hà Nội,21.0297914,105.8177,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 158 Nguyễn Sơn,CCHNI0059,,0,"158 đường nguyễn sơn, phường bồ đề, long biên, hà nội",Long Biên,Hà Nội,21.0462427,105.8791114,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 16B Nguyễn Thái Học,CCHNI0060,,0,"16b nguyễn thái học, phường yết kiêu, hà đông, hà nội",Hà Đông,Hà Nội,20.9729718,105.7757394,Chung cư 16B Nguyễn Thái Học,4/30/2011,2011-2,,,,18,,,,,,,,Trung bình,,,
CC,Chung Cư 17 Phạm Hùng Vimefulland,CCHNI0061,,0,"đường phạm hùng, nam từ liêm, hà nội",Nam Từ Liêm,Hà Nội,21.0286272,105.7795061,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 170 Đê La Thành - Gp Building,CCHNI0062,,0,"170 la thành, phường ô chợ dừa, đống đa, hà nội",Đống Đa,Hà Nội,21.0210391,105.8281626,GP Building,1/3/2009,2009-1,330,,,,,,,,,,,Trung bình,,,
CC,Chung cư 172 Trần Bình,CCHNI0063,,0,"172 trần bình, mỹ đình, từ liêm, hanoi",Nam Từ Liêm,Hà Nội,21.0298916,105.77485,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 18 Tam Trinh,CCHNI0064,,0,,Hai Bà Trưng,Hà Nội,20.9950226,105.8615309,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Hà Đô 183 Hoàng Văn Thái,CCHNI0065,,0,"183 hoàng văn thái, phường khương trung, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9959592,105.8233558,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 187 Tây Sơn,CCHNI0066,,0,"187 tây sơn, phường quang trung, đống đa, hà nội",Đống Đa,Hà Nội,21.0132772,105.8277842,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 199 Hồ Tùng Mậu,CCHNI0067,,0,"199 hồ tùng mậu, phường cầu diễn, bắc từ liêm, hà nội",Bắc Từ Liêm,Hà Nội,21.0402475,105.7640689,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 229 Phố Vọng,CCHNI0068,,0,"229 phố vọng, phường đồng tâm, hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,20.9894464,105.7975698,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 25 Tân Mai,CCHNI0069,,0,"25 tân mai, phường tân mai, hoàng mai, hà nội",Hoàng Mai,Hà Nội,20.9833163,105.8503848,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 262 Nguyễn Huy Tưởng,CCHNI0070,,0,,Thanh Xuân,Hà Nội,20.9960831,105.8025947,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 27 Lạc Trung,CCHNI0071,,0,,Hai Bà Trưng,Hà Nội,21.003197,105.865288,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 282 NguyễN Huy Tưởng,CCHNI0072,,0,"282 đường nguyễn huy tưởng, phường thanh xuân bắc, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.995629,105.8023809,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 30 Phạm Văn Đồng,CCHNI0073,,0,"30 phạm văn đồng, phường dịch vọng hậu, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0435463,105.7815717,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 31 Láng Hạ,CCHNI0074,,0,"31 láng hạ, phường thành công, quận ba đình, hà nội",Ba Đình,Hà Nội,21.0202278,105.8177256,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 345 Đội Cấn,CCHNI0075,,0,"345 đường đội cấn, phường đội cấn, ba đình, hà nội",Ba Đình,Hà Nội,21.035564,105.819173,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 379 Đội Cấn,CCHNI0076,,0,"25a 8/379 đội cấn, phường liễu giai, quận ba đình, tp. hà nội",Ba Đình,Hà Nội,21.038404,105.8149,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 45 Nguyễn Sơn,CCHNI0077,,0,"45 nguyễn sơn, phường long biên, long biên, hà nội",Long Biên,Hà Nội,21.0475629,105.8771367,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 536A Minh Khai,CCHNI0078,,0,"536a minh khai, phường vĩnh tuy, hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,20.9985783,105.8695294,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 60 Hoàng Quốc Việt,CCHNI0079,,0,"đường hoàng quốc việt, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0465205,105.7973209,Tổ hợp chung cư CT3 – Hoàng Quốc Việt Residentials,12/30/2013,2013-4,,,,22,,,,,,,,Trung bình,,,
CC,Chung Cư 622 Minh Khai,CCHNI0080,,0,"622 đường minh khai, phường minh khai, quận hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,20.9956343,105.8705412,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 72 Quan Nhân,CCHNI0081,,0,"38, 72 phố quan nhân, phường nhân chính, thanh xuân, hà nội",Thanh Xuân,Hà Nội,21.007297,105.812328,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 789 Bộ Quốc Phòng,CCHNI0082,,0,"147 hoàng quốc việt, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.04601,105.7998,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 789 Ngoại Giao Đoàn,CCHNI0083,,0,"xã xuân đỉnh, bắc từ liêm, hà nội",Bắc Từ Liêm,Hà Nội,21.0693437,105.7973189,Chung cư Ngoại giao đoàn,12/1/2019,2019-4,200,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 83 Ngọc Hồi,CCHNI0084,,0,"83 đường ngọc hồi, phường đại kim, hoàng mai, hà nội",Hoàng Mai,Hà Nội,20.9576474,105.8429235,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 89 Phùng Hưng,CCHNI0085,,0,"đường phùng hưng, phường phúc la, hà đông, hà nội",Hà Đông,Hà Nội,20.9728459,105.7833056,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư 90 Nguyễn Tuân,CCHNI0086,,0,"90 đ. nguyễn tuân, thanh xuân trung, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9959414,105.805737,90 Nguyễn Tuân,12/1/2019,2019-4,832,,,,,,,,,,,Trung bình,,,
CC,Chung Cư 96 Định Công,CCHNI0087,,0,"96 đường định công, phường phương liệt, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9875647,105.835045,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư A9 Đặng Vũ Hỷ,CCHNI0089,,0,20/7 đặng vũ hỷ,Long Biên,Hà Nội,21.0710636,105.9003215,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Alphanam,CCHNI0090,,0,47 vũ trọng phụng,Thanh Xuân,Hà Nội,20.9974933,105.8092702,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư An Lạc,CCHNI0091,,0,"38 hoàng ngân, phường trung hòa, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0074475,105.810265,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư B1 Giảng Võ,CCHNI0092,,0,"đường trần huy liệu, phường giảng võ, ba đình, hà nội",Ba Đình,Hà Nội,21.0298563,105.8204157,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư B32 Đại Mỗ,CCHNI0093,,0,"xóm tháp, phường đại mỗ quận, nam từ liêm, hà nội",Nam Từ Liêm,Hà Nội,20.9902417,105.7557314,B32 Đại Mỗ,12/30/2018,2018-4,600,,22,,,,,,,,,Trung bình,,,
CC,Chung Cư B4 - B14 Kim Liên,CCHNI0094,,0,"đường phạm ngọc thạch, phường kim liên, đống đa, hà nội",Đống Đa,Hà Nội,21.0083873,105.8343435,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư B7 - B10 Kim Liên,CCHNI0095,,0,"phố phạm ngọc thạch, phường kim liên, đống đa, hà nội",Đống Đa,Hà Nội,21.0096074,105.8358058,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Ban Cơ Yếu Chính Phủ,CCHNI0096,,0,"164 khuất duy tiến, phường nhân chính, quận thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9997745,105.7981407,,,,,,,,,,,,,,,Cao cấp,,,
CC,Chung Cư Biển Bắc,CCHNI0097,,0,"1070 la thành, ba đình, hà nội",Ba Đình,Hà Nội,21.0275911,105.809578,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Binh Đoàn 12,CCHNI0098,,0,"đường ngọc hồi, xã ngũ hiệp, thanh trì, hà nội",Thanh Trì,Hà Nội,20.9322579,105.8472667,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Bộ Công An 43 Phạm Văn Đồng,CCHNI0099,,0,"43 phạm văn đồng, cổ nhuế, bắc từ liêm, hà nội",Bắc Từ Liêm,Hà Nội,21.0484987,105.7804616,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Bộ Kế Hoạch Đầu Tư,CCHNI0100,,0,"39 quan hoa, cầu giấy",Cầu Giấy,Hà Nội,21.0390744,105.8055587,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Bộ Tổng Tham Mưu,CCHNI0101,,0,"đường nhân mỹ, phường mỹ đình 1, nam từ liêm, hà nội",Nam Từ Liêm,Hà Nội,21.0782227,105.7271842,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Bộ Tư Lệnh Tăng Thiếp Giáp,CCHNI0102,,0,,Nam Từ Liêm,Hà Nội,21.018591,105.7715104,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Booyoung,CCHNI0103,,0,"khu đô thị mỗ lao, quận hà đông, hà nội",Hà Đông,Hà Nội,20.9803091,105.7849806,Booyoung Vina,9/15/2017,2017-3,3482,,,27,,,,,,,,Trung bình,,,
CC,Chung cư Bright City,CCHNI0104,,0,"ql32, đức giang, hoài đức, hà nội",Hoài Đức,Hà Nội,21.0624752,105.7219291,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư C1 C2 Xuân Đỉnh,CCHNI0105,,0,"323 xuân đỉnh, phường xuân đỉnh, quận bắc từ liêm, tp. hà nội",Bắc Từ Liêm,Hà Nội,21.070438,105.7915086,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư C1 Thành Công,CCHNI0106,,0,"phường thành công, quận ba đình, tp. hà nội",Ba Đình,Hà Nội,21.0228904,105.8145766,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư C13 Bộ Quốc Phòng,CCHNI0107,,0,"362 đường bùi xương trạch, phường khương đình, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9858167,105.8185456,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư C14 Bộ Quốc Phòng,CCHNI0108,,0,"362 đường bùi xương trạch, phường định công, hoàng mai, hà nội",Hoàng Mai,Hà Nội,20.9802856,105.8264061,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư C22 Bộ Công An,CCHNI0109,,0,"đường thành thái, phường dịch vọng, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.030375,105.7883733,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Các Ban Đảng,CCHNI0110,,0,238 hoàng quốc việt,Bắc Từ Liêm,Hà Nội,21.0479755,105.7832411,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Các Kcn - Mê Linh,CCHNI0111,,0,"xã tiền phong, mê linh, hà nội",Mê Linh,Hà Nội,21.1601408,105.7380511,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Cao Tầng Trung Yên I,CCHNI0112,,0,"phường yên hòa, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0143233,105.7964207,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Cầu Tiên,CCHNI0113,,0,"1277 đường giải phóng, phường thịnh liệt, hoàng mai, hà nội",Hoàng Mai,Hà Nội,20.971607,105.841772,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Cienco1,CCHNI0114,,0,"phố hoàng đạo thúy, phường nhân chính, thanh xuân, hà nội",Thanh Xuân,Hà Nội,21.0046999,105.8061605,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư CT Yên Nghĩa,CCHNI0115,,0,"bảo tàng đường hồ chí minh, phường yên nghĩa, hà đông, hà nội",Hà Đông,Hà Nội,20.9552942,105.7445618,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Ct3 Lê Đức Thọ,CCHNI0116,,0,"đường lê đức thọ, phường mỹ đình 2, nam từ liêm, hà nội",Nam Từ Liêm,Hà Nội,21.0305284,105.7688677,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Ct5-Ct6 Lê Đức Thọ,CCHNI0117,,0,"đường lê đức thọ, nam từ liêm, hà nội",Nam Từ Liêm,Hà Nội,21.0278706,105.7695976,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Ct6 Constrexim,CCHNI0118,,0,"đường dương đình nghệ, phường yên hòa, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.023815,105.7883359,Chung cư CT6,3/30/2014,2014-1,128,,,11,,,,,,,,Trung bình,,,
CC,Chung Cư D2 Giảng Võ,CCHNI0119,,0,"phố giảng võ, ba đình, hà nội",Ba Đình,Hà Nội,21.0294817,105.8212036,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư D5A Trần Thái Tông,CCHNI0120,,0,"dịch vọng hậu, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0332281,105.7883445,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Đại Thanh,CCHNI0121,,0,"đường phan trọng tuệ, xã tả thanh oai, thanh trì, hà nội",Thanh Trì,Hà Nội,20.9570394,105.805447,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Đông Đô,CCHNI0122,,0,"106 đường hoàng quốc việt, phường nghĩa đô, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0500273,105.7953224,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Đức Giang,CCHNI0123,,0,37 67 đức giang,Long Biên,Hà Nội,21.0699568,105.8874546,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Đường Sắt,CCHNI0124,,0,"35 láng hạ, phường thành công, ba đình, hà nội",Ba Đình,Hà Nội,21.0195256,105.8172346,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Five Stars - An Khánh,CCHNI0125,,0,"xã lại yên, hoài đức, hà nội",Hoài Đức,Hà Nội,21.0031418,105.7322526,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Gia Thụy,CCHNI0126,,0,,Long Biên,Hà Nội,21.0480187,105.8858132,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Golden West,CCHNI0127,,0,"2 lê văn thiêm, thanh xuân, hà nội",Thanh Xuân,Hà Nội,21.003235,105.801986,,,,,,,,,,,,,,,Cao cấp,,,
CC,Chung cư Hạ Đình,CCHNI0128,,0,"143, 85 hạ đình, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9882012,105.8043487,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Hancom,CCHNI0129,,0,"39 603 lạc long quân, phường xuân la, tây hồ, hà nội",Tây Hồ,Hà Nội,21.0675833,105.8080695,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Hồ Gươm Plaza,CCHNI0130,,0,"mộ lao, hà đông, hanoi",Hà Đông,Hà Nội,20.9790393,105.7859063,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Hoa Lư,CCHNI0131,,0,"10 hoa lư, phường lê đại hành, hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,21.0096123,105.8473318,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Hoàng Quy,CCHNI0132,,0,"phường bồ đề, long biên, hà nội",Long Biên,Hà Nội,21.037314,105.872725,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Học viện Kỹ thuật quân sự,CCHNI0133,,0,"tân xuân, xuân đỉnh, bắc từ liêm, hà nội, vietnam",Bắc Từ Liêm,Hà Nội,21.0823828,105.7870531,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư học viện quân y,CCHNI0134,,0,"110 phùng hưng, p. phúc la, hà đông, hà nội",Hà Đông,Hà Nội,20.9665272,105.7884224,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Học viện Quốc Phòng,CCHNI0135,,0,"20 hoàng quốc việt, xuân la, tây hồ, hà nội",Tây Hồ,Hà Nội,21.0500148,105.7999521,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Iec Tứ Hiệp,CCHNI0136,,0,"xã tứ hiệp, thanh trì, hà nội",Thanh Trì,Hà Nội,20.9419486,105.8491317,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư M3 - M4 Nguyễn Chí Thanh,CCHNI0137,,0,"đường nguyễn chí thanh, phường láng hạ, đống đa, hà nội",Đống Đa,Hà Nội,21.0200602,105.8088033,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư M5 Nguyễn Chí Thanh,CCHNI0138,,0,"91 nguyễn chí thanh, phường láng hạ, đống đa, hà nội",Đống Đa,Hà Nội,21.020415,105.8099154,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Mini Cự Lộc,CCHNI0139,,0,"phố cự lộc, phường thượng đình, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.9922247,105.8157449,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư mini Khương Hạ,CCHNI0140,,0,"29/28 khương hạ, phường khương đình, quận thanh xuân, hà nội.",Thanh Xuân,Hà Nội,20.984839,105.816949,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Mini Kim Cương Xuân Đỉnh,CCHNI0141,,0,"đường xuân đỉnh, xã xuân đỉnh, bắc từ liêm, hà nội",Bắc Từ Liêm,Hà Nội,21.0704008,105.7959768,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Mùa Xuân,CCHNI0142,,0,"phạm văn đồng, tây hồ, hà nội",Tây Hồ,Hà Nội,21.068496,105.7859984,,,,,,,,,,,,,,,Trung bình,,,
CC,chung cư n10 đồng tàu,CCHNI0143,,0,1141 giải phóng - hoàng mai -hn,Hoàng Mai,Hà Nội,20.9711967,105.8497759,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư N105 Nguyễn Phong Sắc,CCHNI0144,,0,"đường nguyễn phong sắc, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0398764,105.7898456,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư N3 Nguyễn Công Trứ,CCHNI0145,,0,"nguyễn công trứ, phố huế, hai bà trưng, hà nội",Hai Bà Trưng,Hà Nội,21.0118107,105.8542049,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Nàng Hương,CCHNI0146,,0,"583 nguyễn trãi, hà nội",Hà Đông,Hà Nội,20.9849707,105.7958706,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Newtatco,CCHNI0147,,0,"đường bưởi, phường vĩnh phúc, ba đình, hà nội",Ba Đình,Hà Nội,21.0425501,105.8075192,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Nơ Linh Đàm,CCHNI0148,,0,nơ 10,Hoàng Mai,Hà Nội,20.9654321,105.832597,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư No-08 Giang Biên,CCHNI0149,,0,"lô đất no-08 khu đô thị giang biên, phường giang biên, quận long biên, hà nội",Long Biên,Hà Nội,21.0620792,105.9131032,NO-08 Giang Biên,7/1/2018,2018-3,220,,,19,,,,,,,,Trung bình,,,
CC,Chung Cư Oriental Westlake,CCHNI0150,,0,174 lạc long quân,Tây Hồ,Hà Nội,21.0519085,105.8091711,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Packexim,CCHNI0151,,0,"49 15, an dương vương, phú thượng, tây hồ, hà nội",Tây Hồ,Hà Nội,21.0863051,105.8145462,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Pcc1 Triều Khúc,CCHNI0152,,0,"44 đường triều khúc, phường thanh xuân nam, thanh xuân, hà nội",Thanh Xuân,Hà Nội,20.985797,105.798315,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Phúc Đồng - Hope Residence Long Biên,CCHNI0153,,0,"Gia Thụy, Long Biên, Hanoi",Long Biên,Hà Nội,21.0407327,105.896559,Hope Residences,3/30/2020,2020-1,1504,,,16,,,,,,,,Trung bình,,,
CC,Chung Cư Qms,CCHNI0154,,0,"đường lê văn lương kéo dài, phường đại mỗ, quận nam từ liêm, tp. hà nội",Nam Từ Liêm,Hà Nội,20.9868471,105.7789863,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Quốc Hội,CCHNI0155,,0,"phố trần hữu dực, mỹ đình, từ liêm, hà nội",Nam Từ Liêm,Hà Nội,21.0312066,105.75578,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Sails Tower,CCHNI0156,,0,"đường cầu bươu, phường kiến hưng, hà đông, hà nội",Hà Đông,Hà Nội,20.9590629,105.798365,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Số 6 Đội Nhân,CCHNI0157,,0,"6 đội nhân, phường vĩnh phúc, ba đình, hà nội",Ba Đình,Hà Nội,21.0412864,105.8118966,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Số 7 Trần Phú,CCHNI0158,,0,"7 trần phú, quận hà đông, thành phố hà nội.",Hà Đông,Hà Nội,20.975993,105.7836834,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Sông Đà 7,CCHNI0159,,0,"tổ 9, phường trung hòa, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0111535,105.7953304,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung cư Tân Hoàng Minh,CCHNI0160,,0,34 hoàng cầu,Đống Đa,Hà Nội,21.0157817,105.8213207,,,,,,,,,,,,,,,Trung bình,,,
CC,Chung Cư Tây Nam Đh Thương Mại,CCHNI0161,,0,"5a-7a lê đức thọ, phường mai dịch, cầu giấy, hà nội",Cầu Giấy,Hà Nội,21.0359094,105.7709988,,,,,,,,,,,,,,,Trung bình,,,
